INFO 2025-02-20 04:02:22,016 autoreload Watching for file changes with StatReloader
DEBUG 2025-02-20 04:16:56,421 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/files/storage/memory.py first seen with mtime 1736311827.4199264
DEBUG 2025-02-20 04:16:56,421 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/template/loaders/filesystem.py first seen with mtime 1736311827.4519258
DEBUG 2025-02-20 04:16:56,421 autoreload File /usr/local/lib/python3.12/multiprocessing/__init__.py first seen with mtime 1724146130.8637834
DEBUG 2025-02-20 04:16:56,421 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/migrations/operations/base.py first seen with mtime 1736311827.433926
DEBUG 2025-02-20 04:16:56,421 autoreload File /usr/local/lib/python3.12/lib-dynload/_random.cpython-312-x86_64-linux-gnu.so first seen with mtime 1724146138.239944
DEBUG 2025-02-20 04:16:56,421 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/response.py first seen with mtime 1736314502.040547
DEBUG 2025-02-20 04:16:56,421 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/utils/dateformat.py first seen with mtime 1736311827.4559257
DEBUG 2025-02-20 04:16:56,421 autoreload File /home/kpmidhlaj/django/watchmate/watchlist_app/apps.py first seen with mtime 1736312696.0694044
DEBUG 2025-02-20 04:16:56,422 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/servers/__init__.py first seen with mtime 1736311827.4259262
DEBUG 2025-02-20 04:16:56,422 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/views/csrf.py first seen with mtime 1736311827.4599257
DEBUG 2025-02-20 04:16:56,422 autoreload File /usr/local/lib/python3.12/asyncio/exceptions.py first seen with mtime 1724146130.5317762
DEBUG 2025-02-20 04:16:56,422 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/utils/_os.py first seen with mtime 1736311827.4549258
DEBUG 2025-02-20 04:16:56,422 autoreload File /usr/local/lib/python3.12/urllib/response.py first seen with mtime 1724146130.9437852
DEBUG 2025-02-20 04:16:56,422 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/sessions/apps.py first seen with mtime 1736311827.3729272
DEBUG 2025-02-20 04:16:56,422 autoreload File /usr/local/lib/python3.12/sqlite3/dbapi2.py first seen with mtime 1724146130.891784
DEBUG 2025-02-20 04:16:56,422 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/messages/api.py first seen with mtime 1736311827.332928
DEBUG 2025-02-20 04:16:56,422 autoreload File /home/kpmidhlaj/django/watchmate/watchlist_app/api/urls.py first seen with mtime 1738745526.7930505
DEBUG 2025-02-20 04:16:56,422 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/sqlparse/engine/__init__.py first seen with mtime 1736311826.9919338
DEBUG 2025-02-20 04:16:56,422 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/auth/admin.py first seen with mtime 1736311827.20593
DEBUG 2025-02-20 04:16:56,422 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/sites/shortcuts.py first seen with mtime 1736311827.3949268
DEBUG 2025-02-20 04:16:56,422 autoreload File /usr/local/lib/python3.12/numbers.py first seen with mtime 1724146130.4637747
DEBUG 2025-02-20 04:16:56,422 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/contenttypes/apps.py first seen with mtime 1736311827.2359295
DEBUG 2025-02-20 04:16:56,422 autoreload File /usr/local/lib/python3.12/asyncio/base_events.py first seen with mtime 1724146130.527776
DEBUG 2025-02-20 04:16:56,422 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/migrations/__init__.py first seen with mtime 1736311827.4319263
DEBUG 2025-02-20 04:16:56,422 autoreload File /usr/local/lib/python3.12/typing.py first seen with mtime 1724146130.5157757
DEBUG 2025-02-20 04:16:56,422 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/utils/numberformat.py first seen with mtime 1736311827.4579258
DEBUG 2025-02-20 04:16:56,422 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/postgres/search.py first seen with mtime 1736311827.3349278
DEBUG 2025-02-20 04:16:56,422 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/admin/views/main.py first seen with mtime 1736311827.1809306
DEBUG 2025-02-20 04:16:56,422 autoreload File /usr/local/lib/python3.12/pprint.py first seen with mtime 1724146130.4757748
DEBUG 2025-02-20 04:16:56,422 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/cache/utils.py first seen with mtime 1736311827.4169264
DEBUG 2025-02-20 04:16:56,422 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/messages/__init__.py first seen with mtime 1736311827.332928
DEBUG 2025-02-20 04:16:56,422 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/migrations/operations/fields.py first seen with mtime 1736311827.433926
DEBUG 2025-02-20 04:16:56,422 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/handlers/__init__.py first seen with mtime 1736311827.4199264
DEBUG 2025-02-20 04:16:56,422 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/cache/__init__.py first seen with mtime 1736311827.4169264
DEBUG 2025-02-20 04:16:56,422 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/utils/dateparse.py first seen with mtime 1736311827.4559257
DEBUG 2025-02-20 04:16:56,422 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/utils/breadcrumbs.py first seen with mtime 1736314502.072547
DEBUG 2025-02-20 04:16:56,422 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/utils/encoders.py first seen with mtime 1736314502.072547
DEBUG 2025-02-20 04:16:56,423 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/mail/message.py first seen with mtime 1736311827.4209263
DEBUG 2025-02-20 04:16:56,423 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/views/generic/list.py first seen with mtime 1736311827.4609258
DEBUG 2025-02-20 04:16:56,423 autoreload File /usr/local/lib/python3.12/encodings/aliases.py first seen with mtime 1724146130.5997777
DEBUG 2025-02-20 04:16:56,423 autoreload File /usr/local/lib/python3.12/email/errors.py first seen with mtime 1724146130.5837772
DEBUG 2025-02-20 04:16:56,423 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/backends/utils.py first seen with mtime 1736311827.4259262
DEBUG 2025-02-20 04:16:56,423 autoreload File /usr/local/lib/python3.12/operator.py first seen with mtime 1724146130.4677746
DEBUG 2025-02-20 04:16:56,423 autoreload File /usr/local/lib/python3.12/lib-dynload/_heapq.cpython-312-x86_64-linux-gnu.so first seen with mtime 1724146138.2279437
DEBUG 2025-02-20 04:16:56,423 autoreload File /usr/local/lib/python3.12/lib-dynload/_posixsubprocess.cpython-312-x86_64-linux-gnu.so first seen with mtime 1724146138.3119457
DEBUG 2025-02-20 04:16:56,423 autoreload File /usr/local/lib/python3.12/zoneinfo/_common.py first seen with mtime 1724146130.9917862
DEBUG 2025-02-20 04:16:56,423 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/messages/middleware.py first seen with mtime 1736311827.3339279
DEBUG 2025-02-20 04:16:56,423 autoreload File /usr/local/lib/python3.12/multiprocessing/process.py first seen with mtime 1724146130.8717835
DEBUG 2025-02-20 04:16:56,423 autoreload File /usr/local/lib/python3.12/zoneinfo/_tzpath.py first seen with mtime 1724146130.9917862
DEBUG 2025-02-20 04:16:56,423 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/metadata.py first seen with mtime 1736314502.0385468
DEBUG 2025-02-20 04:16:56,423 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/admin/apps.py first seen with mtime 1736311827.1089318
DEBUG 2025-02-20 04:16:56,423 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/handlers/base.py first seen with mtime 1736311827.4209263
DEBUG 2025-02-20 04:16:56,423 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/views/static.py first seen with mtime 1736311827.4599257
DEBUG 2025-02-20 04:16:56,423 autoreload File /usr/local/lib/python3.12/textwrap.py first seen with mtime 1724146130.5077755
DEBUG 2025-02-20 04:16:56,423 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/sessions/exceptions.py first seen with mtime 1736311827.3729272
DEBUG 2025-02-20 04:16:56,423 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/sessions/middleware.py first seen with mtime 1736311827.3729272
DEBUG 2025-02-20 04:16:56,423 autoreload File /usr/local/lib/python3.12/email/mime/nonmultipart.py first seen with mtime 1724146130.5957775
DEBUG 2025-02-20 04:16:56,423 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/auth/signals.py first seen with mtime 1736311827.2069302
DEBUG 2025-02-20 04:16:56,423 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/files/storage/base.py first seen with mtime 1736311827.4199264
DEBUG 2025-02-20 04:16:56,423 autoreload File /usr/local/lib/python3.12/enum.py first seen with mtime 1724146130.439774
DEBUG 2025-02-20 04:16:56,423 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/settings.py first seen with mtime 1736314502.0415468
DEBUG 2025-02-20 04:16:56,423 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/admin/templatetags/admin_urls.py first seen with mtime 1736311827.1809306
DEBUG 2025-02-20 04:16:56,423 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/__init__.py first seen with mtime 1736311827.4159265
DEBUG 2025-02-20 04:16:56,423 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/checks/urls.py first seen with mtime 1736311827.4179265
DEBUG 2025-02-20 04:16:56,423 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/__init__.py first seen with mtime 1736311827.0569327
DEBUG 2025-02-20 04:16:56,423 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/backends/sqlite3/__init__.py first seen with mtime 1736311827.4309263
DEBUG 2025-02-20 04:16:56,424 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/templatetags/__init__.py first seen with mtime 1736311827.452926
DEBUG 2025-02-20 04:16:56,424 autoreload File /usr/local/lib/python3.12/email/feedparser.py first seen with mtime 1724146130.5837772
DEBUG 2025-02-20 04:16:56,424 autoreload File /usr/local/lib/python3.12/email/_header_value_parser.py first seen with mtime 1724146130.575777
DEBUG 2025-02-20 04:16:56,424 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/utils/timezone.py first seen with mtime 1736311827.4589257
DEBUG 2025-02-20 04:16:56,424 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/forms/boundfield.py first seen with mtime 1736311827.4399261
DEBUG 2025-02-20 04:16:56,424 autoreload File /usr/local/lib/python3.12/asyncio/locks.py first seen with mtime 1724146130.5317762
DEBUG 2025-02-20 04:16:56,424 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/migrations/migration.py first seen with mtime 1736311827.4329262
DEBUG 2025-02-20 04:16:56,424 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/sqlparse/engine/filter_stack.py first seen with mtime 1736311826.9919338
DEBUG 2025-02-20 04:16:56,424 autoreload File /usr/local/lib/python3.12/urllib/parse.py first seen with mtime 1724146130.939785
DEBUG 2025-02-20 04:16:56,424 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/models/constraints.py first seen with mtime 1736311827.434926
DEBUG 2025-02-20 04:16:56,424 autoreload File /usr/local/lib/python3.12/mimetypes.py first seen with mtime 1724146130.4597745
DEBUG 2025-02-20 04:16:56,424 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/backends/signals.py first seen with mtime 1736311827.4259262
DEBUG 2025-02-20 04:16:56,424 autoreload File /usr/local/lib/python3.12/concurrent/futures/thread.py first seen with mtime 1724146130.5557766
DEBUG 2025-02-20 04:16:56,424 autoreload File /usr/local/lib/python3.12/gettext.py first seen with mtime 1724146130.4477742
DEBUG 2025-02-20 04:16:56,424 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/admin/templatetags/__init__.py first seen with mtime 1736311827.1809306
DEBUG 2025-02-20 04:16:56,424 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/models/fields/related_descriptors.py first seen with mtime 1736311827.437926
DEBUG 2025-02-20 04:16:56,424 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/mail/__init__.py first seen with mtime 1736311827.4209263
DEBUG 2025-02-20 04:16:56,424 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/admin/filters.py first seen with mtime 1736311827.1089318
DEBUG 2025-02-20 04:16:56,424 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/sqlparse/filters/__init__.py first seen with mtime 1736311826.9919338
DEBUG 2025-02-20 04:16:56,424 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/auth/validators.py first seen with mtime 1736311827.2069302
DEBUG 2025-02-20 04:16:56,424 autoreload File /usr/local/lib/python3.12/http/server.py first seen with mtime 1724146130.6957796
DEBUG 2025-02-20 04:16:56,424 autoreload File /usr/local/lib/python3.12/re/__init__.py first seen with mtime 1724146130.8877838
DEBUG 2025-02-20 04:16:56,424 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/middleware/security.py first seen with mtime 1736311827.449926
DEBUG 2025-02-20 04:16:56,424 autoreload File /usr/local/lib/python3.12/encodings/utf_8.py first seen with mtime 1724146130.6797793
DEBUG 2025-02-20 04:16:56,424 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/utils/hashable.py first seen with mtime 1736311827.4569259
DEBUG 2025-02-20 04:16:56,424 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/staticfiles/management/__init__.py first seen with mtime 1736311827.4149265
DEBUG 2025-02-20 04:16:56,424 autoreload File /usr/local/lib/python3.12/shutil.py first seen with mtime 1724146130.4917753
DEBUG 2025-02-20 04:16:56,424 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/files/locks.py first seen with mtime 1736311827.4189265
DEBUG 2025-02-20 04:16:56,424 autoreload File /usr/local/lib/python3.12/asyncio/staggered.py first seen with mtime 1724146130.5397763
DEBUG 2025-02-20 04:16:56,424 autoreload File /usr/local/lib/python3.12/importlib/__init__.py first seen with mtime 1724146130.7717814
DEBUG 2025-02-20 04:16:56,425 autoreload File /usr/local/lib/python3.12/wsgiref/__init__.py first seen with mtime 1724146130.9517853
DEBUG 2025-02-20 04:16:56,425 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/backends/base/creation.py first seen with mtime 1736311827.4269264
DEBUG 2025-02-20 04:16:56,425 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/admin/options.py first seen with mtime 1736311827.1099317
DEBUG 2025-02-20 04:16:56,425 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/utils/decorators.py first seen with mtime 1736311827.4559257
DEBUG 2025-02-20 04:16:56,425 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/backends/base/client.py first seen with mtime 1736311827.4269264
DEBUG 2025-02-20 04:16:56,425 autoreload File /usr/local/lib/python3.12/sqlite3/__init__.py first seen with mtime 1724146130.891784
DEBUG 2025-02-20 04:16:56,425 autoreload File /usr/local/lib/python3.12/lib-dynload/_json.cpython-312-x86_64-linux-gnu.so first seen with mtime 1724146138.2319438
DEBUG 2025-02-20 04:16:56,425 autoreload File /usr/local/lib/python3.12/pickle.py first seen with mtime 1724146130.4717748
DEBUG 2025-02-20 04:16:56,425 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/models/query_utils.py first seen with mtime 1736311827.4359262
DEBUG 2025-02-20 04:16:56,425 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/utils/choices.py first seen with mtime 1736311827.4559257
DEBUG 2025-02-20 04:16:56,425 autoreload File /usr/local/lib/python3.12/wsgiref/handlers.py first seen with mtime 1724146130.9557853
DEBUG 2025-02-20 04:16:56,425 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/backends/base/introspection.py first seen with mtime 1736311827.4269264
DEBUG 2025-02-20 04:16:56,425 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/utils/deconstruct.py first seen with mtime 1736311827.4559257
DEBUG 2025-02-20 04:16:56,425 autoreload File /usr/local/lib/python3.12/threading.py first seen with mtime 1724146130.5077755
DEBUG 2025-02-20 04:16:56,425 autoreload File /usr/local/lib/python3.12/email/parser.py first seen with mtime 1724146130.5877774
DEBUG 2025-02-20 04:16:56,425 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/postgres/validators.py first seen with mtime 1736311827.3349278
DEBUG 2025-02-20 04:16:56,425 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/sqlparse/filters/others.py first seen with mtime 1736311826.9929338
DEBUG 2025-02-20 04:16:56,425 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/sessions/__init__.py first seen with mtime 1736311827.3729272
DEBUG 2025-02-20 04:16:56,425 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/utils/__init__.py first seen with mtime 1736314502.072547
DEBUG 2025-02-20 04:16:56,425 autoreload File /usr/local/lib/python3.12/asyncio/subprocess.py first seen with mtime 1724146130.5397763
DEBUG 2025-02-20 04:16:56,425 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/backends/sqlite3/schema.py first seen with mtime 1736311827.4319263
DEBUG 2025-02-20 04:16:56,425 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/staticfiles/__init__.py first seen with mtime 1736311827.4139266
DEBUG 2025-02-20 04:16:56,425 autoreload File /usr/local/lib/python3.12/asyncio/transports.py first seen with mtime 1724146130.5437763
DEBUG 2025-02-20 04:16:56,425 autoreload File /usr/local/lib/python3.12/locale.py first seen with mtime 1724146130.4557745
DEBUG 2025-02-20 04:16:56,425 autoreload File /usr/local/lib/python3.12/asyncio/streams.py first seen with mtime 1724146130.5397763
DEBUG 2025-02-20 04:16:56,425 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/mail/utils.py first seen with mtime 1736311827.4209263
DEBUG 2025-02-20 04:16:56,426 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/admin/widgets.py first seen with mtime 1736311827.1109316
DEBUG 2025-02-20 04:16:56,426 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/views/generic/base.py first seen with mtime 1736311827.4609258
DEBUG 2025-02-20 04:16:56,426 autoreload File /usr/local/lib/python3.12/tempfile.py first seen with mtime 1724146130.5077755
DEBUG 2025-02-20 04:16:56,426 autoreload File /usr/local/lib/python3.12/lib-dynload/_datetime.cpython-312-x86_64-linux-gnu.so first seen with mtime 1724146138.2599444
DEBUG 2025-02-20 04:16:56,426 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/apps/__init__.py first seen with mtime 1736311827.0569327
DEBUG 2025-02-20 04:16:56,426 autoreload File /usr/local/lib/python3.12/statistics.py first seen with mtime 1724146130.4997754
DEBUG 2025-02-20 04:16:56,426 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/utils/translation/trans_real.py first seen with mtime 1736311827.4589257
DEBUG 2025-02-20 04:16:56,426 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/auth/checks.py first seen with mtime 1736311827.20593
DEBUG 2025-02-20 04:16:56,426 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/sqlparse/lexer.py first seen with mtime 1736311826.9909337
DEBUG 2025-02-20 04:16:56,426 autoreload File /usr/local/lib/python3.12/html/__init__.py first seen with mtime 1724146130.6917796
DEBUG 2025-02-20 04:16:56,426 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/models/fields/proxy.py first seen with mtime 1736311827.4369261
DEBUG 2025-02-20 04:16:56,426 autoreload File /usr/local/lib/python3.12/email/headerregistry.py first seen with mtime 1724146130.5877774
DEBUG 2025-02-20 04:16:56,426 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/auth/forms.py first seen with mtime 1736311827.20593
DEBUG 2025-02-20 04:16:56,426 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/cache/backends/locmem.py first seen with mtime 1736311827.4169264
DEBUG 2025-02-20 04:16:56,426 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/files/move.py first seen with mtime 1736311827.4189265
DEBUG 2025-02-20 04:16:56,426 autoreload File /usr/local/lib/python3.12/difflib.py first seen with mtime 1724146130.439774
DEBUG 2025-02-20 04:16:56,426 autoreload File /usr/local/lib/python3.12/ast.py first seen with mtime 1724146130.4197736
DEBUG 2025-02-20 04:16:56,426 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/checks/translation.py first seen with mtime 1736311827.4179265
DEBUG 2025-02-20 04:16:56,426 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/checks/database.py first seen with mtime 1736311827.4179265
DEBUG 2025-02-20 04:16:56,426 autoreload File /usr/local/lib/python3.12/_compat_pickle.py first seen with mtime 1724146130.4077735
DEBUG 2025-02-20 04:16:56,426 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/reverse.py first seen with mtime 1736314502.040547
DEBUG 2025-02-20 04:16:56,426 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/__init__.py first seen with mtime 1736311827.4259262
DEBUG 2025-02-20 04:16:56,426 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/templatetags/i18n.py first seen with mtime 1736311827.452926
DEBUG 2025-02-20 04:16:56,426 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/utils.py first seen with mtime 1736311827.4259262
DEBUG 2025-02-20 04:16:56,426 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/sqlparse/__init__.py first seen with mtime 1736311826.9909337
DEBUG 2025-02-20 04:16:56,426 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/apps/config.py first seen with mtime 1736311827.0569327
DEBUG 2025-02-20 04:16:56,426 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/asgiref/sync.py first seen with mtime 1736311827.0209332
DEBUG 2025-02-20 04:16:56,426 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/staticfiles/handlers.py first seen with mtime 1736311827.4149265
DEBUG 2025-02-20 04:16:56,426 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/checks/security/__init__.py first seen with mtime 1736311827.4189265
DEBUG 2025-02-20 04:16:56,426 autoreload File /home/kpmidhlaj/django/watchmate/watchlist_app/api/views.py first seen with mtime 1740024200.211439
DEBUG 2025-02-20 04:16:56,427 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/sessions/backends/base.py first seen with mtime 1736311827.373927
DEBUG 2025-02-20 04:16:56,427 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/request.py first seen with mtime 1736314502.040547
DEBUG 2025-02-20 04:16:56,427 autoreload File /usr/local/lib/python3.12/lib-dynload/_sqlite3.cpython-312-x86_64-linux-gnu.so first seen with mtime 1724146138.3319461
DEBUG 2025-02-20 04:16:56,427 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/middleware/csrf.py first seen with mtime 1736311827.449926
DEBUG 2025-02-20 04:16:56,427 autoreload File /usr/local/lib/python3.12/email/mime/base.py first seen with mtime 1724146130.5957775
DEBUG 2025-02-20 04:16:56,427 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/sqlparse/engine/grouping.py first seen with mtime 1736311826.9919338
DEBUG 2025-02-20 04:16:56,427 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/utils/datastructures.py first seen with mtime 1736311827.4559257
DEBUG 2025-02-20 04:16:56,427 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/cache/backends/__init__.py first seen with mtime 1736311827.4169264
DEBUG 2025-02-20 04:16:56,427 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/serializers/base.py first seen with mtime 1736311827.4249263
DEBUG 2025-02-20 04:16:56,427 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/utils/cache.py first seen with mtime 1736311827.4559257
DEBUG 2025-02-20 04:16:56,427 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/migrations/state.py first seen with mtime 1736311827.4329262
DEBUG 2025-02-20 04:16:56,427 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/views/debug.py first seen with mtime 1736311827.4599257
DEBUG 2025-02-20 04:16:56,427 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/schemas/generators.py first seen with mtime 1736314502.0545468
DEBUG 2025-02-20 04:16:56,427 autoreload File /usr/local/lib/python3.12/gzip.py first seen with mtime 1724146130.4477742
DEBUG 2025-02-20 04:16:56,427 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/template/loaders/base.py first seen with mtime 1736311827.4519258
DEBUG 2025-02-20 04:16:56,427 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/urls/conf.py first seen with mtime 1736311827.4549258
DEBUG 2025-02-20 04:16:56,427 autoreload File /usr/local/lib/python3.12/graphlib.py first seen with mtime 1724146130.4477742
DEBUG 2025-02-20 04:16:56,427 autoreload File /usr/local/lib/python3.12/bisect.py first seen with mtime 1724146130.4237738
DEBUG 2025-02-20 04:16:56,427 autoreload File /usr/local/lib/python3.12/lib-dynload/_struct.cpython-312-x86_64-linux-gnu.so first seen with mtime 1724146138.2439442
DEBUG 2025-02-20 04:16:56,427 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/checks/files.py first seen with mtime 1736311827.4179265
DEBUG 2025-02-20 04:16:56,427 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/utils/log.py first seen with mtime 1736311827.4579258
DEBUG 2025-02-20 04:16:56,427 autoreload File /usr/local/lib/python3.12/json/__init__.py first seen with mtime 1724146130.7917817
DEBUG 2025-02-20 04:16:56,427 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/http/multipartparser.py first seen with mtime 1736311827.448926
DEBUG 2025-02-20 04:16:56,427 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/models/__init__.py first seen with mtime 1736311827.433926
DEBUG 2025-02-20 04:16:56,427 autoreload File /usr/local/lib/python3.12/queue.py first seen with mtime 1724146130.4837751
